Index,Stock Name,Sector,Average ESG Pillar score_2019,Average ESG Pillar score_2020,Average ESG Pillar score_2021,Average ESG Pillar score_2022,Environmental Pillar Score_2019,Environmental Pillar Score_2020,Environmental Pillar Score_2021,Environmental Pillar Score_2022,Carbon Offsets/Credits_2018,Carbon Offsets/Credits_2019,Carbon Offsets/Credits_2020,Carbon Offsets/Credits_2021,Carbon Offsets/Credits_2022,Resource Use Score_2018,Resource Use Score_2019,Resource Use Score_2020,Resource Use Score_2021,Resource Use Score_2022,Resource Use Score Grade_2018,Resource Use Score Grade_2019,Resource Use Score Grade_2020,Resource Use Score Grade_2021,Resource Use Score Grade_2022,Resource Reduction Policy_2018,Resource Reduction Policy_2019,Resource Reduction Policy_2020,Resource Reduction Policy_2021,Resource Reduction Policy_2022,CO2 Equivalent Emissions Total_2018,CO2 Equivalent Emissions Total_2019,CO2 Equivalent Emissions Total_2020,CO2 Equivalent Emissions Total_2021,CO2 Equivalent Emissions Total_2022,"CO2 Equivalent Emissions Direct, Scope _2018","CO2 Equivalent Emissions Direct, Scope _2019","CO2 Equivalent Emissions Direct, Scope _2020","CO2 Equivalent Emissions Direct, Scope _2021","CO2 Equivalent Emissions Direct, Scope _2022","CO2 Equivalent Emissions Indirect, Scope 2_2018","CO2 Equivalent Emissions Indirect, Scope 2_2019","CO2 Equivalent Emissions Indirect, Scope 2_2020","CO2 Equivalent Emissions Indirect, Scope 2_2021","CO2 Equivalent Emissions Indirect, Scope 2_2022","CO2 Equivalent Emissions Indirect, Scope 3_2018","CO2 Equivalent Emissions Indirect, Scope 3_2019","CO2 Equivalent Emissions Indirect, Scope 3_2020","CO2 Equivalent Emissions Indirect, Scope 3_2021","CO2 Equivalent Emissions Indirect, Scope 3_2022",Environmental Innovation Score_2018,Environmental Innovation Score_2019,Environmental Innovation Score_2020,Environmental Innovation Score_2021,Environmental Innovation Score_2022,Environmental Innovation Score Grade_2018,Environmental Innovation Score Grade_2019,Environmental Innovation Score Grade_2020,Environmental Innovation Score Grade_2021,Environmental Innovation Score Grade_2022,"SDG 9 Industry, Innovation and Infrastructure_2018","SDG 9 Industry, Innovation and Infrastructure_2019","SDG 9 Industry, Innovation and Infrastructure_2020","SDG 9 Industry, Innovation and Infrastructure_2021","SDG 9 Industry, Innovation and Infrastructure_2022",EBIT Margin - %,Beta,WACC Long Term Debt Cost,Total Return_2024,Book Value Percentage of Market Capitalization_2017,Book Value Percentage of Market Capitalization_2018,Book Value Percentage of Market Capitalization_2019,Book Value Percentage of Market Capitalization_2020,Book Value Percentage of Market Capitalization_2021,Book Value Percentage of Market Capitalization_2022,"Return on Average Common Equity - %, TTM_2018","Return on Average Common Equity - %, TTM_2019","Return on Average Common Equity - %, TTM_2020","Return on Average Common Equity - %, TTM_2021","Return on Average Common Equity - %, TTM_2022","Return on Average Common Equity - %, TTM_2023",Company Market Cap_2018,Company Market Cap_2019,Company Market Cap_2020,Company Market Cap_2021,Company Market Cap_2022,Company Market Cap_2023,Governance Pillar Score_2018,Governance Pillar Score_2019,Governance Pillar Score_2020,Governance Pillar Score_2021,Governance Pillar Score_2022,CSR Strategy Score_2018,CSR Strategy Score_2019,CSR Strategy Score_2020,CSR Strategy Score_2021,CSR Strategy Score_2022,Management Score_2018,Management Score_2019,Management Score_2020,Management Score_2021,Management Score_2022,Shareholders Score_2018,Shareholders Score_2019,Shareholders Score_2020,Shareholders Score_2021,Shareholders Score_2022,Social Pillar Score_2018,Social Pillar Score_2019,Social Pillar Score_2020,Social Pillar Score_2021,Social Pillar Score_2022,Workforce Score_2018,Workforce Score_2019,Workforce Score_2020,Workforce Score_2021,Workforce Score_2022,Community Score_2018,Community Score_2019,Community Score_2020,Community Score_2021,Community Score_2022,Human Rights Score_2018,Human Rights Score_2019,Human Rights Score_2020,Human Rights Score_2021,Human Rights Score_2022,Product Responsibility Score_2018,Product Responsibility Score_2019,Product Responsibility Score_2020,Product Responsibility Score_2021,Product Responsibility Score_2022
13,LH.BK,Real Estate,33.0192676,38.33293031,40.30422668,50.11232642,28.01601849,27.38813595,22.61924774,59.24976182,,,,,,3.703703704,14.2,11.73469388,10.77348066,46.24352332,D-,D,D,D,C+,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,1937,,,,,474,,,,,1463,,,,,1144,41.15646259,37.76595745,37.33624454,34.20074349,30.14184397,C,C,C,C,C-,,FALSE,FALSE,TRUE,TRUE,21.39053,0.979532171,5.344,1.875,39.90254781,42.24999707,44.79939093,52.53000662,47.49715898,43.59934902,21.29655217,16.75919014,18.50444131,15.23446747,17.08042256,12.26852151,236006835226,117107189125,95000219749,105157475949,118302160442,97390162384,19.92592593,28.41319553,27.07070707,25.94885081,25.73484848,3.333333333,27.41935484,28.03030303,25.14124294,16.76136364,5.555555556,7.281553398,5.319148936,4.143646409,5.833333333,78.88888889,99.51456311,98.93617021,99.17127072,98.05555556,51.11585839,59.19745946,71.22272523,65.13836662,77.71727375,67.12598425,60.41666667,78.70879121,69.63048499,85.6981982,53.1496063,78.52564103,78.02197802,74.24942263,90.65315315,37.109375,33.42696629,33.7962963,32.34265734,37.29903537,0,32.0754717,63.57827476,58.31099196,55.86734694
50,TCAP.BK,Financials,19.90455665,47.64772072,46.20082054,49.91720428,59.71366995,56.80902048,45.68452381,58.92361111,,,,,,,94.64285714,92.64705882,79.76190476,91.66666667,,A+,A+,A-,A+,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,287.43,283.99,321.93,294.84,,,,,,,50,43.75,0,0,,C+,C+,D-,D-,,TRUE,TRUE,TRUE,TRUE,17.14303,1.197071263,12.058,2.06185567,91.3894078,113.4060032,105.613496,157.5023674,148.0426917,137.1182486,12.44858674,-3.304724475,8.840311205,6.669286388,9.061050157,9.156106238,57964545228,62333735265,40196520872,43983155312,48690112123,51905893397,,27.84145875,35.9972061,28.00678382,38.42676768,,10.75268817,10.22727273,4.802259887,31.53409091,,33.49514563,47.16312057,28.45303867,29.16666667,,20.38834951,15.95744681,41.98895028,73.88888889,,58.29268293,56.92073171,62.82121792,62.26329981,,74.44444444,72.32142857,90.83333333,77.86885246,,76.66666667,75,73.33333333,78.68852459,,23.33333333,22.85714286,22.22222222,20.83333333,,0,0,28.43137255,27.88461538
72,ORI.BK,Real Estate,1.795402299,42.29237617,55.69034616,49.50786114,5.386206897,46.43766434,44.07260252,36.10726201,,,,,,,14.2,42.68707483,48.75690608,35.88082902,,D,C+,C+,C,,TRUE,TRUE,TRUE,TRUE,,,1111,1842,3877,,,94,67,63,,,1017,1775,3814,,,50,170,761,,0,37.33624454,34.20074349,30.14184397,,D-,C,C,C-,,FALSE,TRUE,TRUE,TRUE,27.28054,1.530430565,12.058,0.595238095,16.3201629,46.01187186,56.24126915,61.41426561,53.89078044,61.06162507,70.69622936,39.86466239,29.39672306,25.79176725,24.6437983,20.98683496,16163887951,17170032110,18519111520,27717345719,29694881681,20737334728,,33.37543933,59.10058027,38.49694624,51.2037037,,10.75268817,77.65151515,77.40112994,68.75,,24.75728155,51.41843972,30.66298343,54.72222222,,77.18446602,72.34042553,38.67403315,27.77777778,,47.06402486,63.89785568,73.91937516,55.89444319,,34.13461538,53.70879121,65.93533487,42.90540541,,73.07692308,73.07692308,82.56351039,64.86486486,,45.50561798,65.74074074,79.8951049,65.11254019,,32.0754717,77.31629393,76.27345845,72.95918367
86,TVO.BK,Consumer Staples,16.92684207,50.07941147,51.37133764,49.5041803,50.78052622,50.32280637,45.39671953,51.3584666,,,,,,,69.45525292,72.59136213,68.8034188,69.63824289,,B+,B+,B+,B+,,TRUE,TRUE,TRUE,TRUE,,,,,51040,,,,,9986,,,,,41054,,,,,722072,,0,0,0,0,,D-,D-,D-,D-,,TRUE,TRUE,TRUE,FALSE,5.3163,0.4034704649,5.344,0.943396226,37.44667211,43.47866325,42.86618493,36.77591669,41.74726956,40.37878355,26.56606534,15.60128475,18.73700395,26.95892011,22.88750837,-1.847657907,21428191103,22236802088,27290620744,25066940535,25349930568,19034684707,,51.75244458,44.87749839,32.7565003,57.48821549,,55.37634409,56.43939394,54.23728814,46.02272727,,39.32038835,29.43262411,17.40331492,48.61111111,,90.77669903,88.65248227,69.61325967,94.72222222,,48.16298345,63.83979499,64.39757402,64.21771742,,83.74125874,81.23123123,88.72679045,85.83535109,,26.74825175,79.36746988,77.52659574,78.39805825,,44.14634146,50.40983607,44.70989761,46.22356495,,36.79245283,51.79738562,53.97727273,53.77604167
30,EA.BK,Utilities,42.85490177,49.25120906,46.7007634,48.57147312,30.54771385,32.51002396,50.97599247,40.1179652,,,,,,23.51190476,23.67021277,22.83653846,74.25531915,54.89795918,D+,D+,D+,B+,B-,TRUE,TRUE,TRUE,TRUE,TRUE,30709,55083,58270,52885,66831,,44201,45305,39326,40854,,10882,12965,13559,25977,,55,68,143502,247867,29.50310559,34.26966292,35.82089552,35.13513514,31.87772926,C-,C,C,C,C-,,FALSE,FALSE,FALSE,TRUE,29.90105,1.210716468,5.344,0,7.490156427,11.43863037,14.31758369,15.13943317,9.076469316,10.75950562,32.52569667,26.15933533,22.77309174,19.87874348,21.72978547,21.45965685,158525000000,163187500000,183702500000,358080000000,361810000000,165052500000,70.44444444,65.27995267,51.1422738,53.69572682,39.28956229,33.33333333,55.37634409,56.43939394,54.23728814,28.97727273,70,58.73786408,39.36170213,45.5801105,29.72222222,96.66666667,93.68932039,86.87943262,80.38674033,78.05555556,27.57254701,49.96365053,37.98402392,51.90072736,53.04883522,24.86631016,62.80788177,32.51121076,34.46215139,39.49416342,38.77005348,33.25123153,34.30493274,47.60956175,46.30350195,0,28.94736842,25.56818182,91.38755981,91.55555556,52.43902439,73.72881356,74.35233161,50,46.83544304
37,TKN.BK,Consumer Staples,12.09906651,46.13839713,47.46184747,47.08102056,36.29719954,40.88939014,40.74345436,36.29827088,,,,,,,40.6614786,50,48.00569801,55.94315245,,C,C+,C+,B-,,TRUE,TRUE,TRUE,TRUE,,,,7635.05,7774.44,,,,2234.83,1814.1,,,,5400.22,5960.34,,,,,,,67.98561151,86.74698795,84.59459459,0,,B+,A,A,D-,,FALSE,TRUE,TRUE,TRUE,15.01475,1.506949255,3.773,0,7.544372211,19.48509447,14.77516687,14.14739658,18.88594897,13.00243525,27.61527177,13.11791127,18.73619305,3.881557769,20.03711952,32.70317721,11109000000,14490000000,14352000000,10626000000,16008000000,13110000000,,59.25566343,53.356974,57.60485272,50.06481481,,0,0,12.14689266,3.125,,67.47572816,62.05673759,69.88950276,51.38888889,,71.3592233,59.92907801,46.96132597,76.94444444,,38.27013782,48.28511404,47.33993809,43.73674465,,44.93006993,63.51351351,64.85411141,41.76755448,,16.78321678,32.07831325,26.99468085,35.67961165,,18.29268293,15.57377049,13.13993174,13.44410876,,65.09433962,76.30718954,77.55681818,78.25520833
62,SPALI.BK,Real Estate,1.795402299,35.55132054,39.85682717,46.65642818,5.386206897,8.966690124,10.45564944,29.19319023,,,,,,,14.2,23.63945578,20.44198895,18.9119171,,D,D+,D+,D+,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,D-,D-,D-,D-,,TRUE,TRUE,TRUE,TRUE,24.12891,0.6996481546,4.218,0,68.12012213,87.13397972,96.67600566,83.26147536,86.47766709,98.0090047,18.44735646,17.25039697,12.1300604,16.44889653,21.23376624,13.24510342,39004043806,38361120007,43933126265,48647900791,47459212929,36326804958,,47.83554303,50.07629486,41.37226748,47.04377104,,32.79569892,36.74242424,34.46327684,46.02272727,,63.59223301,64.89361702,52.76243094,55.27777778,,5.339805825,9.574468085,8.011049724,20.27777778,,49.85172846,59.03853719,69.40382683,68.08808978,,71.95512821,82.00549451,72.40184758,66.1036036,,21.63461538,19.64285714,69.97690531,78.04054054,,0,61.11111111,60.31468531,56.10932476,,87.35849057,69.32907348,65.81769437,62.62755102
34,SPRC.BK,Energy,20.57102334,55.81759284,55.1277317,46.49165363,61.71307003,63.15865233,61.62365627,47.53538294,,,,,,,79.22374429,84.46808511,80.6,51.99203187,,A-,A,A-,B-,,TRUE,TRUE,TRUE,TRUE,,1131049,1332403,1265401,1320361,,1129462,1328038,1263854,1316316,,1587,4364,1547,4046,,,,,,,0,0,0,0,,D-,D-,D-,D-,,TRUE,TRUE,TRUE,TRUE,-0.3937,1.956288648,4.804,-1.19760479,56.78276347,92.53332501,70.00026862,75.9917788,80.8878268,83.45497647,21.08279685,-9.491099607,-31.30289989,12.52927684,24.53765681,8.401908708,41624660400,46394152738,34904012106,42491840825,46394152738,35771192531,,36.44500122,39.75929508,28.08159316,50.39983165,,55.37634409,85.60606061,86.44067797,78.69318182,,41.26213592,42.19858156,24.58563536,58.61111111,,7.766990291,1.063829787,0.8287292818,4.166666667,,67.84912497,64.00024374,63.8579848,60.16678358,,94.54887218,94.66911765,95.22968198,85.43165468,,78.0075188,68.56617647,72.96819788,70.68345324,,31.41025641,25.93582888,22.92682927,22.42990654,,94.51754386,94.03292181,94.01544402,92.41245136
69,MAJOR.BK,Communication Services,0,22.67668958,22.80297281,46.4614296,0,0,7.08496732,25.78208781,,,,,,,0,0,12,34.58498024,,D-,D-,D,C,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,8.48729,1.468599912,5.461,-1.324503311,24.71943693,38.82825652,32.4636207,39.73878483,40.26257735,43.55386051,17.36836345,20.56449747,-7.588596328,25.53998293,3.808169405,11.44330139,18430150541,22590354426,16372415287,17893350040,16282948536,13330545780,,38.74517173,26.47754137,62.30244197,68.0479798,,8.064516129,8.333333333,25.14124294,78.69318182,,42.23300971,25.17730496,75.41436464,64.16666667,,47.57281553,42.90780142,43.37016575,73.88888889,,29.28489703,34.84640975,51.29975902,57.33724352,,52.85087719,58.49420849,58.68794326,73.72881356,,26.53508772,50.57915058,96.63120567,92.37288136,,72.10144928,66.98113208,63.8121547,85.78680203,,0,0,16.86046512,17.03296703
57,COM7.BK,Consumer Discretionary,0,9.501664512,31.51525261,45.50729984,0,20.78792257,29.19942151,28.29545455,,,,,,,0,10.1744186,57.45192308,56.49350649,,D-,D,B-,B-,,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,5.34996,1.425639241,4.055,1.276595745,11.74554083,14.89683542,10.60940631,8.231396968,5.387219659,8.767735369,36.54277951,39.81110961,41.88245823,59.36076649,56.62609878,44.8139263,18600000000,31800000000,46800000000,98100000000,81599941010,57119958707,,2.434144135,14.57876639,45.94739416,49.37205387,,0.5376344086,10.22727273,12.14689266,6.818181818,,3.398058252,13.12056738,61.60220994,68.61111111,,0.4854368932,22.34042553,16.29834254,13.61111111,,5.282926829,50.76756993,62.27905081,60.86324317,,19.26829268,52.04545455,53.48360656,52.72373541,,2.195121951,68.18181818,65.16393443,60.50583658,,0,59.375,84.29319372,83.56481481,,0,25.48076923,52.5751073,53.62903226
83,THANI.BK,Financials,2.27001457,32.56701993,41.17630372,44.75444736,6.810043711,17.56562342,17.69847997,16.96301818,,,,,,,40.75342466,67.14285714,67.66975309,79.42817294,,C,B+,B+,A-,,TRUE,TRUE,TRUE,TRUE,,287430,,,,,,,,,,287430,283.99,321.93,294.84,,,,,,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,56.54982,0.7567272028,5.344,-1.515151515,21.56444316,31.97602345,35.03220366,45.9232034,46.63170217,52.46973303,24.99673863,27.80716532,23.81585213,17.7444572,16.03859962,12.05552925,22501113423,21897050010,23558197308,24804063512,23558197308,14723873317,,39.41747573,54.09735654,61.55642955,58.78451178,,0,14.77272727,34.46327684,46.02272727,,56.7961165,71.27659574,80.38674033,64.72222222,,7.766990291,23.04964539,16.85082873,47.5,,40.71796063,51.73307463,55.74389436,54.38177815,,72.31051345,81.19212963,86.85863874,86.60164271,,29.64547677,57.98611111,66.54450262,61.85831622,,0,5.191256831,5.217391304,5.428571429,,31.30718954,29.70479705,28.24889868,27.29211087
51,CK.BK,Industrials,9.878732696,36.83935261,43.25762402,43.36066823,29.63619809,23.48096713,22.47336984,24.4162804,,,,,,,61.45833333,65.02890173,54.95495495,62.84046693,,B,B,B-,B,,TRUE,TRUE,TRUE,TRUE,,1808.55,,,,,,,,,,1808.55,1743.85,,1654.84,,,,,,,0,0,5.128205128,7.75862069,,D-,D-,D-,D-,,FALSE,TRUE,TRUE,TRUE,-1.46375,1.01404416,5.344,1.960784314,52.32151635,60.02965645,85.112604,92.2574545,66.49118638,58.38755328,9.905971121,7.213512227,3.64510544,2.627309848,4.344682183,5.860270218,42347421800,32184040568,28118688075,38790238369,41161693990,35233054938,,42.07606918,47.44680851,33.64994642,30.54377104,,55.37634409,41.66666667,38.70056497,46.02272727,,26.69902913,37.94326241,19.61325967,6.944444444,,84.46601942,82.9787234,77.0718232,98.88888889,,44.96102151,59.85269372,72.01577789,72.48509519,,55.05952381,68.09045226,83.87755102,82.55395683,,94.3452381,95.22613065,95.71428571,95.86330935,,0,30.20833333,40.86021505,43.02325581,,47.66666667,52.80898876,82.6754386,83.33333333
58,GLOBAL.BK,Consumer Discretionary,2.832244009,23.37170615,34.47112841,41.69374739,8.496732026,12.30620155,39.11241078,55.62075116,,,,,,,25.49019608,36.91860465,67.54807692,75.97402597,,C-,C,B+,A-,,TRUE,TRUE,TRUE,TRUE,,,,,48323,,,,,14529,,,,,33794,,,,,9911,,0,0,45.04132231,42.96296296,,D-,D-,C+,C+,,FALSE,FALSE,TRUE,TRUE,10.60852,1.399708368,4.055,-0.5780346821,19.59347379,18.02287673,22.40687166,21.75121413,20.37127751,19.4150207,14.19946446,12.98211705,13.59377653,16.79451675,18.45684915,11.96488756,78028656206,68064957704,74827369439,92033422980,107558902819,86031009261,,29.54344573,36.16806361,30.90041723,16.10353535,,24.7311828,21.96969697,68.07909605,78.69318182,,20.87378641,33.68794326,19.06077348,4.166666667,,61.65048544,53.90070922,45.5801105,14.16666667,,28.26547117,28.13291084,38.56007377,39.6081074,,47.56097561,48.40909091,75.6147541,69.06614786,,17.80487805,17.95454545,33.40163934,32.10116732,,21.32867133,22.1875,20.68062827,35.87962963,,27.39361702,25.48076923,23.81974249,24.7983871
45,INTUCH.BK,Communication Services,45.73520314,47.27299129,39.67173714,41.42254562,13.24611743,23.89870412,16.33875465,14.68264154,,,,,,35.86956522,33.22147651,35.06097561,21.67630058,28.37078652,C,C-,C,D+,C-,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,39,,,1.964,0.85346,,0,0,0,0,0,D-,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,,0.6379434894,5.344,0.704225352,16.03179911,20.09599922,18.80788227,21.10352269,16.1020352,14.93073794,40.87872366,35.9731613,30.24716282,29.39426613,26.45066627,32.19759001,153106569564,183567562461,180366155213,257329533397,247716623666,229278169478,76.22222222,70.26377144,56.03589082,65.46368262,66.65488215,33.33333333,55.37634409,56.43939394,54.23728814,46.02272727,90,75.24271845,45.74468085,62.15469613,63.61111111,58.88888889,63.59223301,90.07092199,83.97790055,90.55555556,47.73726976,47.6564983,46.64056594,44.1213127,36.96207185,52.5862069,57.73480663,66.57894737,51.28865979,43.81188119,92.81609195,91.43646409,88.15789474,93.55670103,62.62376238,48.72881356,45.41984733,40.55944056,44.65408805,44.91017964,18.71165644,17.75147929,13.05555556,11.22994652,10.71428571
78,TQM.BK,Financials,0,31.05050142,35.57280763,41.2828742,0,10.7774473,15.58521177,17.50029434,,,,,,,0,21.35135135,43.69369369,57.65957447,,D-,D+,C+,B-,,TRUE,TRUE,TRUE,TRUE,,,,1932,,,,169,150,,,,2000,1782,,,,,1667,,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,29.33125,0.5817608282,4.218,2.678571429,,3.920409976,1.483750318,0.7433849511,1.346330326,10.98412799,,36.46251505,30.03092898,37.95514372,35.74624713,33.50273095,,,,,,,,59.8381877,63.96088545,65.29856104,80.78787879,,0,18.18181818,16.94915254,9.659090909,,87.86407767,91.13475177,93.64640884,94.16666667,,6.310679612,3.90070922,3.038674033,83.61111111,,22.53586924,27.17232567,41.04976723,56.25084772,,35.35564854,50.79051383,58.79310345,66.15646259,,9.205020921,9.683794466,11.37931034,47.61904762,,3.846153846,3.311258278,22.58064516,36.11111111,,35.58951965,34.45378151,67.59259259,68.52517986
47,KTC.BK,Financials,8.66937788,30.21143169,40.90109942,40.86468844,26.00813364,32.69722406,33.96440091,32.51325122,,,,,,,63.81278539,86.95238095,92.36111111,91.56206416,,B,A,A+,A,,TRUE,TRUE,TRUE,TRUE,,1990,1501,1596,1782,,626,495,391,497,,1364,1006,1205,1285,,267,214,176,,,3.481012658,3.434065934,4.669703872,5.301455301,,D-,D-,D-,D-,,TRUE,TRUE,TRUE,TRUE,49.06836,1.22087068,5.344,-0.571428571,26.22589639,20.79320873,19.35083906,14.86136669,17.56693603,20.61061298,36.22540805,32.37676429,26.72467927,25.33303877,24.13018629,22.64335743,78639189135,101844195765,153410877165,152766293648,152121710130,112157532045,,20.49030866,17.6670965,15.4268502,55.08080808,,55.37634409,56.43939394,54.23728814,46.02272727,,16.01941748,11.70212766,8.563535912,47.5,,12.13592233,11.70212766,12.43093923,86.38888889,,37.44676236,71.07180084,74.6539639,75.10244167,,89.05867971,91.72453704,94.29319372,99.02464066,,12.28606357,69.15509259,68.11518325,63.39835729,,0,70.08196721,86.08695652,85.71428571,,0,29.70479705,28.24889868,27.29211087
39,BAM.BK,Financials,3.543543544,30.49411999,45.67218985,38.60590397,10.63063063,12.3015873,17.20712535,28.12349964,,,,,,,47.83783784,50,62.59689922,78.86597938,,C+,C+,B,A-,,TRUE,TRUE,TRUE,TRUE,,,,1246,1472,,,,242,499,,,,1004,973,,,,2022,247,,0,0,0,0,,D-,D-,D-,D-,,TRUE,TRUE,TRUE,TRUE,15.2003,0.8373136959,12.058,2.51572327,,,37.74488423,59.05059843,61.5377125,85.59077532,,,16.99373211,6.119868623,6.726054138,4.514106958,,,,,,,,20.18443122,52.07607995,24.29784312,27.69612795,,39.24731183,43.93939394,39.83050847,78.69318182,,4.368932039,54.96453901,17.9558011,18.05555556,,60.19417476,47.87234043,35.08287293,25.83333333,,58.99634143,67.73336425,63.39636916,78.45540155,,20.1754386,51.86915888,40.19607843,91.64456233,,92.80701754,90.65420561,89.49579832,91.37931034,,81.33802817,79.67741935,79.23076923,55.89519651,,45.45454545,44.07407407,43.32247557,42.89940828
74,RBF.BK,Consumer Staples,1.623376623,4.680927536,24.58555095,37.78375025,4.87012987,3.375337534,11.79443015,45.62576938,,,,,,,0,0,4.415954416,36.82170543,,D-,D-,D-,C,,FALSE,TRUE,TRUE,TRUE,,,,,6455,,,,,2373,,,,,4082,,,,,11791,,0,0,0,0,,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,14.83832,0.9812381119,3.773,2.097902098,,,15.09463815,22.07507506,9.432224046,16.95084484,,,17.71525087,12.41885518,11.65628832,13.36264477,,,,,,,,8.770226537,41.20567376,26.32924431,29.96296296,,0,0,54.23728814,68.75,,0.4854368932,52.12765957,21.27071823,25.27777778,,42.23300971,32.26950355,24.58563536,19.72222222,,1.897218537,20.75654895,41.39623706,53.40058008,,6.468531469,48.7987988,50.79575597,76.87651332,,1.748251748,17.77108434,11.96808511,19.7815534,,0,15.57377049,55.80204778,56.04229607,,0,4.575163399,39.77272727,53.77604167
88,TPIPP.BK,Utilities,6.873850343,25.67988329,28.12992975,37.5237488,20.62155103,20.36927904,31.90521522,40.98860595,,,,,,,28.45744681,31.97115385,32.55319149,50,,C-,C-,C-,C+,,TRUE,TRUE,TRUE,TRUE,,3277000.09,3604068.21,3201808.24,2478120,,3276732.24,3603842.02,3201398.15,2477530,,267.85,226.19,410.09,588.79,,174646.89,181273.98,139897.22,120151,,10.11235955,8.457711443,35.13513514,31.87772926,,D,D,C,C-,,FALSE,FALSE,TRUE,TRUE,33.22492,0.828848838,5.344,0.591715976,35.36960853,52.77786979,73.35045455,80.46321206,88.71301542,110.5516248,13.52913701,16.68452816,16.96286358,15.10840859,10.67516101,10.68066022,47460000000,36960000000,35952000000,34944000000,28560000000,28560000000,,17.2290079,16.66881582,27.96828667,29.60353535,,13.44086022,28.03030303,54.23728814,78.69318182,,13.10679612,0.3546099291,25.13812155,24.16666667,,33.49514563,63.4751773,19.88950276,15,,39.44136293,35.8157582,43.61435377,57.9704045,,15.51724138,24.88789238,31.2749004,37.54863813,,69.21182266,43.49775785,67.72908367,98.6381323,,39.80263158,36.64772727,31.81818182,53.77777778,,49.15254237,49.22279793,50,46.83544304
20,BEM.BK,Industrials,18.99567913,25.30691,36.67889869,36.33047437,21.23904465,18.15665494,50.29803647,43.01051187,,,,,,32.53968254,31.75675676,26.2195122,75.54347826,65.42553191,C-,C-,C-,A-,B,TRUE,TRUE,TRUE,TRUE,TRUE,62889,63203,116341,114196,100398,,,,,,,,,,,,,,,,0,0,0,0,0,D-,D-,D-,D-,D-,,FALSE,FALSE,FALSE,FALSE,31.76061,0.9247710984,4.264,0.632911392,26.3973125,23.94286314,23.27683475,29.94620214,29.18689442,24.87562233,17.0193039,14.42923871,5.111687136,3.078117274,5.894478818,8.655943518,148264500000,166606500000,126865500000,129158250000,149793000000,121515750000,15.03703704,22.93593625,22.20717816,23.14813081,25.55723906,3.333333333,4.301075269,3.787878788,12.14689266,6.818181818,12.22222222,6.310679612,3.191489362,3.038674033,8.055555556,32.22222222,90.77669903,97.87234043,97.51381215,96.38888889,20.71095571,34.82813882,37.53148144,42.83278044,38.89185401,37.12121212,34.375,36.51685393,29.3814433,19.89795918,6.818181818,69.375,70.2247191,69.58762887,69.89795918,4.545454545,2.586206897,5.223880597,23.64864865,21.15384615,28.33333333,43.05555556,50.61728395,75.84269663,78.08988764
73,BSRC.BK,Energy,4.364486351,37.85827668,34.75315366,36.1871742,13.09345905,28.1935419,28.93057776,28.5690558,,,,,,,11.87214612,19.14893617,15,12.74900398,,D,D+,D,D,,TRUE,TRUE,TRUE,TRUE,,,,1010000,1070000,,,,,,,,,,,,,,,,,0,29.26829268,28.97727273,26.96629213,,D-,C-,C-,C-,,FALSE,FALSE,FALSE,FALSE,1.16646,1.337382345,5.344,0.591715976,46.25556857,73.15613076,73.85817925,56.24609678,75.48324407,62.38587856,29.18020495,-14.74406157,-54.16497111,26.06658783,50.29801537,8.722590849,35300751600,29936421700,25610349200,25437306300,43606810800,29417293000,,41.61429516,31.40232108,37.67300309,42.12373737,,17.20430108,14.77272727,41.52542373,60.51136364,,53.88349515,43.61702128,47.79005525,50.83333333,,16.99029126,1.773049645,1.38121547,0.8333333333,,43.76699297,43.92656214,42.3194637,57.73010469,,35.90225564,24.44852941,24.204947,25,,17.85714286,51.83823529,50.53003534,49.28057554,,49.35897436,42.51336898,38.29268293,80.37383178,,77.4122807,75.30864198,77.22007722,75.09727626
